TrainBatch:  0 , Graph:  sx-stackoverflow , TrainLoss:  0.5194239020347595 , Accuracy:  0.7883064516129032
ValidBatch:  0 , Graph:  subelj_cora , ValidLoss:  0.20540647208690643 , Accuracy :  0.9133064516129032
ValidBatch:  0 , Graph:  subelj_cora , ValidLoss:  0.15710489451885223 , Accuracy :  0.9666666666666667
TrainBatch:  0 , Graph:  sx-mathoverflow , TrainLoss:  0.6446406245231628 , Accuracy:  0.7258064516129032
TrainBatch:  0 , Graph:  sx-mathoverflow , TrainLoss:  0.7134979963302612 , Accuracy:  0.6935483870967742
TrainBatch:  0 , Graph:  sx-mathoverflow , TrainLoss:  0.7564463019371033 , Accuracy:  0.6684210526315789
ValidBatch:  0 , Graph:  sx-mathoverflow , ValidLoss:  0.7272764444351196 , Accuracy :  0.6895161290322581
ValidBatch:  0 , Graph:  sx-mathoverflow , ValidLoss:  0.6896349787712097 , Accuracy :  0.7036290322580645
ValidBatch:  0 , Graph:  sx-mathoverflow , ValidLoss:  0.50030916929245 , Accuracy :  0.7578947368421053
TrainBatch:  0 , Graph:  youtube-groupmemberships , TrainLoss:  0.12381729483604431 , Accuracy:  0.9536290322580645
TrainBatch:  0 , Graph:  youtube-groupmemberships , TrainLoss:  0.10921750962734222 , Accuracy:  0.9596774193548387
TrainBatch:  0 , Graph:  youtube-groupmemberships , TrainLoss:  0.18823273479938507 , Accuracy:  0.9064327485380117
ValidBatch:  0 , Graph:  youtube-groupmemberships , ValidLoss:  0.0843716561794281 , Accuracy :  0.9737903225806451
ValidBatch:  0 , Graph:  youtube-groupmemberships , ValidLoss:  0.10861113667488098 , Accuracy :  0.9637096774193549
ValidBatch:  0 , Graph:  youtube-groupmemberships , ValidLoss:  0.11938279122114182 , Accuracy :  0.9473684210526315
--- Epoch 0 : Train 0.25088026845941735 Valid 0.22535973148686544 Acc 0.910544068045168---
save over.
TrainBatch:  1 , Graph:  sx-stackoverflow , TrainLoss:  0.33996137976646423 , Accuracy:  0.8487903225806451
TrainBatch:  1 , Graph:  sx-stackoverflow , TrainLoss:  0.4719121754169464 , Accuracy:  0.7923387096774194
TrainBatch:  1 , Graph:  sx-stackoverflow , TrainLoss:  0.5330922603607178 , Accuracy:  0.7701149425287356
ValidBatch:  1 , Graph:  sx-stackoverflow , ValidLoss:  0.43979838490486145 , Accuracy :  0.8064516129032258
ValidBatch:  1 , Graph:  sx-stackoverflow , ValidLoss:  0.4046038091182709 , Accuracy :  0.8205645161290323
ValidBatch:  1 , Graph:  sx-stackoverflow , ValidLoss:  0.46555525064468384 , Accuracy :  0.7885057471264367
TrainBatch:  1 , Graph:  dblp-cite , TrainLoss:  0.1301877647638321 , Accuracy:  0.9475806451612904
TrainBatch:  1 , Graph:  dblp-cite , TrainLoss:  0.14853334426879883 , Accuracy:  0.9455645161290323
TrainBatch:  1 , Graph:  dblp-cite , TrainLoss:  0.1346590518951416 , Accuracy:  0.9516129032258065
ValidBatch:  1 , Graph:  dblp-cite , ValidLoss:  0.10753137618303299 , Accuracy :  0.967741935483871
ValidBatch:  1 , Graph:  dblp-cite , ValidLoss:  0.12878872454166412 , Accuracy :  0.9516129032258065
ValidBatch:  1 , Graph:  dblp-cite , ValidLoss:  0.1380414366722107 , Accuracy :  0.9435483870967742
TrainBatch:  1 , Graph:  dbpedia-team , TrainLoss:  0.07354705035686493 , Accuracy:  0.9758064516129032
TrainBatch:  1 , Graph:  dbpedia-team , TrainLoss:  0.11373696476221085 , Accuracy:  0.9455645161290323
TrainBatch:  1 , Graph:  dbpedia-team , TrainLoss:  0.10151976346969604 , Accuracy:  0.9525691699604744
ValidBatch:  1 , Graph:  dbpedia-team , ValidLoss:  0.07840356975793839 , Accuracy :  0.969758064516129
ValidBatch:  1 , Graph:  dbpedia-team , ValidLoss:  0.060254547744989395 , Accuracy :  0.9778225806451613
ValidBatch:  1 , Graph:  dbpedia-team , ValidLoss:  0.09862391650676727 , Accuracy :  0.9802371541501976
TrainBatch:  1 , Graph:  dimacs9-E , TrainLoss:  0.18678662180900574 , Accuracy:  0.9314516129032258
TrainBatch:  1 , Graph:  dimacs9-E , TrainLoss:  0.10010742396116257 , Accuracy:  0.9536290322580645
TrainBatch:  1 , Graph:  dimacs9-E , TrainLoss:  0.06645344942808151 , Accuracy:  0.9778325123152709
ValidBatch:  1 , Graph:  dimacs9-E , ValidLoss:  0.11536634713411331 , Accuracy :  0.9596774193548387
ValidBatch:  1 , Graph:  dimacs9-E , ValidLoss:  0.06545589864253998 , Accuracy :  0.9717741935483871
ValidBatch:  1 , Graph:  dimacs9-E , ValidLoss:  0.10212564468383789 , Accuracy :  0.9679802955665024
TrainBatch:  1 , Graph:  douban , TrainLoss:  0.24397139251232147 , Accuracy:  0.905241935483871
TrainBatch:  1 , Graph:  douban , TrainLoss:  0.29273444414138794 , Accuracy:  0.8810483870967742
TrainBatch:  1 , Graph:  douban , TrainLoss:  0.19917793571949005 , Accuracy:  0.93
ValidBatch:  1 , Graph:  douban , ValidLoss:  0.19527530670166016 , Accuracy :  0.9334677419354839
ValidBatch:  1 , Graph:  douban , ValidLoss:  0.24331966042518616 , Accuracy :  0.905241935483871
ValidBatch:  1 , Graph:  douban , ValidLoss:  0.21011482179164886 , Accuracy :  0.94
TrainBatch:  1 , Graph:  facebook-wosn-wall , TrainLoss:  0.3210127055644989 , Accuracy:  0.875
TrainBatch:  1 , Graph:  facebook-wosn-wall , TrainLoss:  0.310423344373703 , Accuracy:  0.8991935483870968
TrainBatch:  1 , Graph:  facebook-wosn-wall , TrainLoss:  0.4710695743560791 , Accuracy:  0.8152173913043478
ValidBatch:  1 , Graph:  facebook-wosn-wall , ValidLoss:  0.3181294798851013 , Accuracy :  0.8649193548387096
ValidBatch:  1 , Graph:  facebook-wosn-wall , ValidLoss:  0.27569448947906494 , Accuracy :  0.8991935483870968
ValidBatch:  1 , Graph:  facebook-wosn-wall , ValidLoss:  0.3447208106517792 , Accuracy :  0.8768115942028986
TrainBatch:  1 , Graph:  github , TrainLoss:  0.18873567879199982 , Accuracy:  0.9375
TrainBatch:  1 , Graph:  github , TrainLoss:  0.22705566883087158 , Accuracy:  0.9193548387096774
TrainBatch:  1 , Graph:  github , TrainLoss:  0.22045986354351044 , Accuracy:  0.8952380952380953
ValidBatch:  1 , Graph:  github , ValidLoss:  0.18499502539634705 , Accuracy :  0.9254032258064516
ValidBatch:  1 , Graph:  github , ValidLoss:  0.15628200769424438 , Accuracy :  0.9536290322580645
ValidBatch:  1 , Graph:  github , ValidLoss:  0.23097871243953705 , Accuracy :  0.919047619047619
TrainBatch:  1 , Graph:  komarix-imdb , TrainLoss:  0.22803807258605957 , Accuracy:  0.905241935483871
TrainBatch:  1 , Graph:  komarix-imdb , TrainLoss:  0.2587307393550873 , Accuracy:  0.8991935483870968
TrainBatch:  1 , Graph:  komarix-imdb , TrainLoss:  0.15518130362033844 , Accuracy:  0.9714285714285714
ValidBatch:  1 , Graph:  komarix-imdb , ValidLoss:  0.2218029648065567 , Accuracy :  0.9112903225806451
ValidBatch:  1 , Graph:  komarix-imdb , ValidLoss:  0.17290081083774567 , Accuracy :  0.9415322580645161
ValidBatch:  1 , Graph:  komarix-imdb , ValidLoss:  0.21170967817306519 , Accuracy :  0.9142857142857143
TrainBatch:  1 , Graph:  moreno_blogs , TrainLoss:  0.22459901869297028 , Accuracy:  0.9193548387096774
TrainBatch:  1 , Graph:  moreno_blogs , TrainLoss:  0.28753796219825745 , Accuracy:  0.8870967741935484
TrainBatch:  1 , Graph:  moreno_blogs , TrainLoss:  0.14786536991596222 , Accuracy:  0.9523809523809523
ValidBatch:  1 , Graph:  moreno_blogs , ValidLoss:  0.25425904989242554 , Accuracy :  0.9012096774193549
ValidBatch:  1 , Graph:  moreno_blogs , ValidLoss:  0.23146672546863556 , Accuracy :  0.9153225806451613
ValidBatch:  1 , Graph:  moreno_blogs , ValidLoss:  0.12141580879688263 , Accuracy :  0.9761904761904762
TrainBatch:  1 , Graph:  opsahl-usairport , TrainLoss:  0.2195771038532257 , Accuracy:  0.9032258064516129
TrainBatch:  1 , Graph:  opsahl-usairport , TrainLoss:  0.1914292573928833 , Accuracy:  0.9233870967741935
TrainBatch:  1 , Graph:  opsahl-usairport , TrainLoss:  0.23118548095226288 , Accuracy:  0.9012096774193549
TrainBatch:  1 , Graph:  opsahl-usairport , TrainLoss:  0.052252452820539474 , Accuracy:  1.0
ValidBatch:  1 , Graph:  opsahl-usairport , ValidLoss:  0.19217802584171295 , Accuracy :  0.9233870967741935
ValidBatch:  1 , Graph:  opsahl-usairport , ValidLoss:  0.20505975186824799 , Accuracy :  0.9274193548387096
ValidBatch:  1 , Graph:  opsahl-usairport , ValidLoss:  0.22432975471019745 , Accuracy :  0.9213709677419355
ValidBatch:  1 , Graph:  opsahl-usairport , ValidLoss:  0.4764677882194519 , Accuracy :  0.8333333333333334
TrainBatch:  1 , Graph:  patentcite , TrainLoss:  0.17275242507457733 , Accuracy:  0.9294354838709677
TrainBatch:  1 , Graph:  patentcite , TrainLoss:  0.1810329556465149 , Accuracy:  0.9354838709677419
TrainBatch:  1 , Graph:  patentcite , TrainLoss:  0.20789161324501038 , Accuracy:  0.92
ValidBatch:  1 , Graph:  patentcite , ValidLoss:  0.17719760537147522 , Accuracy :  0.9314516129032258
ValidBatch:  1 , Graph:  patentcite , ValidLoss:  0.1550905555486679 , Accuracy :  0.9153225806451613
ValidBatch:  1 , Graph:  patentcite , ValidLoss:  0.20623184740543365 , Accuracy :  0.9138461538461539
TrainBatch:  1 , Graph:  petster-friendships-dog , TrainLoss:  0.21712081134319305 , Accuracy:  0.9092741935483871
TrainBatch:  1 , Graph:  petster-friendships-dog , TrainLoss:  0.1974094957113266 , Accuracy:  0.9193548387096774
TrainBatch:  1 , Graph:  petster-friendships-dog , TrainLoss:  0.13804402947425842 , Accuracy:  0.9649122807017544
ValidBatch:  1 , Graph:  petster-friendships-dog , ValidLoss:  0.182220920920372 , Accuracy :  0.9254032258064516
ValidBatch:  1 , Graph:  petster-friendships-dog , ValidLoss:  0.15429723262786865 , Accuracy :  0.9435483870967742
ValidBatch:  1 , Graph:  petster-friendships-dog , ValidLoss:  0.21231228113174438 , Accuracy :  0.9005847953216374
TrainBatch:  1 , Graph:  roadNet-CA , TrainLoss:  0.14735734462738037 , Accuracy:  0.9314516129032258
TrainBatch:  1 , Graph:  roadNet-CA , TrainLoss:  0.11105992645025253 , Accuracy:  0.9516129032258065
TrainBatch:  1 , Graph:  roadNet-CA , TrainLoss:  0.173324316740036 , Accuracy:  0.9292307692307692
ValidBatch:  1 , Graph:  roadNet-CA , ValidLoss:  0.10581599920988083 , Accuracy :  0.9596774193548387
ValidBatch:  1 , Graph:  roadNet-CA , ValidLoss:  0.10747647285461426 , Accuracy :  0.9616935483870968
ValidBatch:  1 , Graph:  roadNet-CA , ValidLoss:  0.061258018016815186 , Accuracy :  0.9846153846153847
TrainBatch:  1 , Graph:  subelj_cora , TrainLoss:  0.1764487326145172 , Accuracy:  0.9294354838709677
TrainBatch:  1 , Graph:  subelj_cora , TrainLoss:  0.24572061002254486 , Accuracy:  0.905241935483871
TrainBatch:  1 , Graph:  subelj_cora , TrainLoss:  0.20876240730285645 , Accuracy:  0.9095238095238095
ValidBatch:  1 , Graph:  subelj_cora , ValidLoss:  0.15442316234111786 , Accuracy :  0.9375
ValidBatch:  1 , Graph:  subelj_cora , ValidLoss:  0.24905547499656677 , Accuracy :  0.9012096774193549
ValidBatch:  1 , Graph:  subelj_cora , ValidLoss:  0.1469714343547821 , Accuracy :  0.9476190476190476
TrainBatch:  1 , Graph:  sx-mathoverflow , TrainLoss:  0.6151023507118225 , Accuracy:  0.7419354838709677
TrainBatch:  1 , Graph:  sx-mathoverflow , TrainLoss:  0.6779850721359253 , Accuracy:  0.7096774193548387
TrainBatch:  1 , Graph:  sx-mathoverflow , TrainLoss:  0.5502256155014038 , Accuracy:  0.7473684210526316
ValidBatch:  1 , Graph:  sx-mathoverflow , ValidLoss:  0.6208168864250183 , Accuracy :  0.7318548387096774
ValidBatch:  1 , Graph:  sx-mathoverflow , ValidLoss:  0.5639870762825012 , Accuracy :  0.7399193548387096
ValidBatch:  1 , Graph:  sx-mathoverflow , ValidLoss:  0.500455915927887 , Accuracy :  0.7736842105263158
TrainBatch:  1 , Graph:  youtube-groupmemberships , TrainLoss:  0.1452873796224594 , Accuracy:  0.9435483870967742
TrainBatch:  1 , Graph:  youtube-groupmemberships , TrainLoss:  0.09943480044603348 , Accuracy:  0.9737903225806451
TrainBatch:  1 , Graph:  youtube-groupmemberships , TrainLoss:  0.12335100024938583 , Accuracy:  0.9415204678362573
ValidBatch:  1 , Graph:  youtube-groupmemberships , ValidLoss:  0.09602870792150497 , Accuracy :  0.9637096774193549
ValidBatch:  1 , Graph:  youtube-groupmemberships , ValidLoss:  0.11918188631534576 , Accuracy :  0.9576612903225806
ValidBatch:  1 , Graph:  youtube-groupmemberships , ValidLoss:  0.08493050187826157 , Accuracy :  0.9766081871345029
--- Epoch 1 : Train 0.22979276543673205 Valid 0.21578370528865834 Acc 0.9164100307963045---
save over.
TrainBatch:  2 , Graph:  sx-stackoverflow , TrainLoss:  0.482943058013916 , Accuracy:  0.7862903225806451
TrainBatch:  2 , Graph:  sx-stackoverflow , TrainLoss:  0.44393643736839294 , Accuracy:  0.8165322580645161
TrainBatch:  2 , Graph:  sx-stackoverflow , TrainLoss:  0.5525079965591431 , Accuracy:  0.7494252873563219
ValidBatch:  2 , Graph:  sx-stackoverflow , ValidLoss:  0.5544996857643127 , Accuracy :  0.7560483870967742
ValidBatch:  2 , Graph:  sx-stackoverflow , ValidLoss:  0.4607585072517395 , Accuracy :  0.8104838709677419
ValidBatch:  2 , Graph:  sx-stackoverflow , ValidLoss:  0.4778081774711609 , Accuracy :  0.7862068965517242
TrainBatch:  2 , Graph:  dblp-cite , TrainLoss:  0.13284090161323547 , Accuracy:  0.9495967741935484
TrainBatch:  2 , Graph:  dblp-cite , TrainLoss:  0.11554691195487976 , Accuracy:  0.9556451612903226
TrainBatch:  2 , Graph:  dblp-cite , TrainLoss:  0.12522190809249878 , Accuracy:  0.9556451612903226
ValidBatch:  2 , Graph:  dblp-cite , ValidLoss:  0.11138331145048141 , Accuracy :  0.9556451612903226
ValidBatch:  2 , Graph:  dblp-cite , ValidLoss:  0.1293807178735733 , Accuracy :  0.9556451612903226
ValidBatch:  2 , Graph:  dblp-cite , ValidLoss:  0.12145225703716278 , Accuracy :  0.9475806451612904
TrainBatch:  2 , Graph:  dbpedia-team , TrainLoss:  0.20852158963680267 , Accuracy:  0.9092741935483871
TrainBatch:  2 , Graph:  dbpedia-team , TrainLoss:  0.07997453212738037 , Accuracy:  0.9737903225806451
TrainBatch:  2 , Graph:  dbpedia-team , TrainLoss:  0.13320639729499817 , Accuracy:  0.932806324110672
ValidBatch:  2 , Graph:  dbpedia-team , ValidLoss:  0.07836820185184479 , Accuracy :  0.9758064516129032
ValidBatch:  2 , Graph:  dbpedia-team , ValidLoss:  0.07656361907720566 , Accuracy :  0.9737903225806451
ValidBatch:  2 , Graph:  dbpedia-team , ValidLoss:  0.13522343337535858 , Accuracy :  0.9446640316205533
TrainBatch:  2 , Graph:  dimacs9-E , TrainLoss:  0.11709059774875641 , Accuracy:  0.9516129032258065
TrainBatch:  2 , Graph:  dimacs9-E , TrainLoss:  0.08766250312328339 , Accuracy:  0.9657258064516129
TrainBatch:  2 , Graph:  dimacs9-E , TrainLoss:  0.1609461009502411 , Accuracy:  0.9408866995073891
ValidBatch:  2 , Graph:  dimacs9-E , ValidLoss:  0.08858513087034225 , Accuracy :  0.9657258064516129
ValidBatch:  2 , Graph:  dimacs9-E , ValidLoss:  0.09126082807779312 , Accuracy :  0.967741935483871
ValidBatch:  2 , Graph:  dimacs9-E , ValidLoss:  0.09140598028898239 , Accuracy :  0.9605911330049262
TrainBatch:  2 , Graph:  douban , TrainLoss:  0.270996630191803 , Accuracy:  0.9032258064516129
TrainBatch:  2 , Graph:  douban , TrainLoss:  0.2728376090526581 , Accuracy:  0.8931451612903226
TrainBatch:  2 , Graph:  douban , TrainLoss:  0.2227952629327774 , Accuracy:  0.9033333333333333
ValidBatch:  2 , Graph:  douban , ValidLoss:  0.21922199428081512 , Accuracy :  0.9193548387096774
ValidBatch:  2 , Graph:  douban , ValidLoss:  0.2507792115211487 , Accuracy :  0.9193548387096774
ValidBatch:  2 , Graph:  douban , ValidLoss:  0.22743365168571472 , Accuracy :  0.9133333333333333
TrainBatch:  2 , Graph:  facebook-wosn-wall , TrainLoss:  0.3422965407371521 , Accuracy:  0.8689516129032258
TrainBatch:  2 , Graph:  facebook-wosn-wall , TrainLoss:  0.5357842445373535 , Accuracy:  0.7741935483870968
TrainBatch:  2 , Graph:  facebook-wosn-wall , TrainLoss:  0.30047109723091125 , Accuracy:  0.8876811594202898
ValidBatch:  2 , Graph:  facebook-wosn-wall , ValidLoss:  0.4133346974849701 , Accuracy :  0.8306451612903226
ValidBatch:  2 , Graph:  facebook-wosn-wall , ValidLoss:  0.29314014315605164 , Accuracy :  0.8991935483870968
ValidBatch:  2 , Graph:  facebook-wosn-wall , ValidLoss:  0.25606411695480347 , Accuracy :  0.8985507246376812
TrainBatch:  2 , Graph:  github , TrainLoss:  0.25400757789611816 , Accuracy:  0.9012096774193549
TrainBatch:  2 , Graph:  github , TrainLoss:  0.15864956378936768 , Accuracy:  0.9455645161290323
TrainBatch:  2 , Graph:  github , TrainLoss:  0.1565268486738205 , Accuracy:  0.9428571428571428
ValidBatch:  2 , Graph:  github , ValidLoss:  0.1482325792312622 , Accuracy :  0.9536290322580645
ValidBatch:  2 , Graph:  github , ValidLoss:  0.19060777127742767 , Accuracy :  0.9314516129032258
ValidBatch:  2 , Graph:  github , ValidLoss:  0.21583625674247742 , Accuracy :  0.919047619047619
TrainBatch:  2 , Graph:  komarix-imdb , TrainLoss:  0.20937059819698334 , Accuracy:  0.9375
TrainBatch:  2 , Graph:  komarix-imdb , TrainLoss:  0.1985446959733963 , Accuracy:  0.9274193548387096
TrainBatch:  2 , Graph:  komarix-imdb , TrainLoss:  0.19650167226791382 , Accuracy:  0.9523809523809523
