TrainBatch:  0 , Graph:  sx-stackoverflow , TrainLoss:  0.9957930445671082 , Accuracy:  0.6391129032258065
ValidBatch:  0 , Graph:  roadNet-CA , ValidLoss:  0.980783998966217 , Accuracy :  0.7116935483870968
ValidBatch:  0 , Graph:  roadNet-CA , ValidLoss:  0.9877427220344543 , Accuracy :  0.6068548387096774
ValidBatch:  0 , Graph:  roadNet-CA , ValidLoss:  0.9678405523300171 , Accuracy :  0.7876923076923077
TrainBatch:  0 , Graph:  subelj_cora , TrainLoss:  1.0080821514129639 , Accuracy:  0.43548387096774194
TrainBatch:  0 , Graph:  subelj_cora , TrainLoss:  1.0045806169509888 , Accuracy:  0.45564516129032256
TrainBatch:  0 , Graph:  subelj_cora , TrainLoss:  1.0116639137268066 , Accuracy:  0.38095238095238093
ValidBatch:  0 , Graph:  subelj_cora , ValidLoss:  1.0099561214447021 , Accuracy :  0.3971774193548387
ValidBatch:  0 , Graph:  subelj_cora , ValidLoss:  1.0044445991516113 , Accuracy :  0.44556451612903225
ValidBatch:  0 , Graph:  subelj_cora , ValidLoss:  1.0081863403320312 , Accuracy :  0.41904761904761906
TrainBatch:  0 , Graph:  sx-mathoverflow , TrainLoss:  0.9897887110710144 , Accuracy:  0.6129032258064516
TrainBatch:  0 , Graph:  sx-mathoverflow , TrainLoss:  1.0039098262786865 , Accuracy:  0.4536290322580645
TrainBatch:  0 , Graph:  sx-mathoverflow , TrainLoss:  0.9974877834320068 , Accuracy:  0.531578947368421
ValidBatch:  0 , Graph:  sx-mathoverflow , ValidLoss:  1.001977801322937 , Accuracy :  0.49798387096774194
ValidBatch:  0 , Graph:  sx-mathoverflow , ValidLoss:  0.994988203048706 , Accuracy :  0.5423387096774194
ValidBatch:  0 , Graph:  sx-mathoverflow , ValidLoss:  0.9903660416603088 , Accuracy :  0.5894736842105263
TrainBatch:  0 , Graph:  youtube-groupmemberships , TrainLoss:  0.9942704439163208 , Accuracy:  0.5423387096774194
TrainBatch:  0 , Graph:  youtube-groupmemberships , TrainLoss:  0.9863846302032471 , Accuracy:  0.5907258064516129
TrainBatch:  0 , Graph:  youtube-groupmemberships , TrainLoss:  0.998271107673645 , Accuracy:  0.4853801169590643
ValidBatch:  0 , Graph:  youtube-groupmemberships , ValidLoss:  0.9916233420372009 , Accuracy :  0.5342741935483871
ValidBatch:  0 , Graph:  youtube-groupmemberships , ValidLoss:  0.990423321723938 , Accuracy :  0.5483870967741935
ValidBatch:  0 , Graph:  youtube-groupmemberships , ValidLoss:  0.9939866065979004 , Accuracy :  0.5497076023391813
--- Epoch 0 : Train 0.9976021963722852 Valid 0.9946848056754287 Acc 0.5638167864300728---
save over.
TrainBatch:  1 , Graph:  sx-stackoverflow , TrainLoss:  0.9695574641227722 , Accuracy:  0.7459677419354839
TrainBatch:  1 , Graph:  sx-stackoverflow , TrainLoss:  0.9747141599655151 , Accuracy:  0.7358870967741935
TrainBatch:  1 , Graph:  sx-stackoverflow , TrainLoss:  0.97059166431427 , Accuracy:  0.6919540229885057
ValidBatch:  1 , Graph:  sx-stackoverflow , ValidLoss:  0.969734251499176 , Accuracy :  0.7318548387096774
ValidBatch:  1 , Graph:  sx-stackoverflow , ValidLoss:  0.9742582440376282 , Accuracy :  0.7096774193548387
ValidBatch:  1 , Graph:  sx-stackoverflow , ValidLoss:  0.9599791765213013 , Accuracy :  0.7379310344827587
TrainBatch:  1 , Graph:  dblp-cite , TrainLoss:  1.0045874118804932 , Accuracy:  0.4254032258064516
TrainBatch:  1 , Graph:  dblp-cite , TrainLoss:  1.0080366134643555 , Accuracy:  0.4254032258064516
TrainBatch:  1 , Graph:  dblp-cite , TrainLoss:  1.0034180879592896 , Accuracy:  0.4657258064516129
ValidBatch:  1 , Graph:  dblp-cite , ValidLoss:  0.995402991771698 , Accuracy :  0.46975806451612906
ValidBatch:  1 , Graph:  dblp-cite , ValidLoss:  0.9958703517913818 , Accuracy :  0.5120967741935484
ValidBatch:  1 , Graph:  dblp-cite , ValidLoss:  1.026010274887085 , Accuracy :  0.28225806451612906
TrainBatch:  1 , Graph:  dbpedia-team , TrainLoss:  0.9891635179519653 , Accuracy:  0.5584677419354839
TrainBatch:  1 , Graph:  dbpedia-team , TrainLoss:  0.9904767870903015 , Accuracy:  0.5564516129032258
TrainBatch:  1 , Graph:  dbpedia-team , TrainLoss:  1.0042892694473267 , Accuracy:  0.466403162055336
ValidBatch:  1 , Graph:  dbpedia-team , ValidLoss:  0.9868969917297363 , Accuracy :  0.6048387096774194
ValidBatch:  1 , Graph:  dbpedia-team , ValidLoss:  0.9882276654243469 , Accuracy :  0.5645161290322581
ValidBatch:  1 , Graph:  dbpedia-team , ValidLoss:  1.0049896240234375 , Accuracy :  0.4308300395256917
TrainBatch:  1 , Graph:  dimacs9-E , TrainLoss:  0.9731036424636841 , Accuracy:  0.6814516129032258
TrainBatch:  1 , Graph:  dimacs9-E , TrainLoss:  0.970053493976593 , Accuracy:  0.6995967741935484
TrainBatch:  1 , Graph:  dimacs9-E , TrainLoss:  0.9692478179931641 , Accuracy:  0.7068965517241379
ValidBatch:  1 , Graph:  dimacs9-E , ValidLoss:  0.9670397043228149 , Accuracy :  0.717741935483871
ValidBatch:  1 , Graph:  dimacs9-E , ValidLoss:  0.9643518924713135 , Accuracy :  0.7318548387096774
ValidBatch:  1 , Graph:  dimacs9-E , ValidLoss:  0.9716892242431641 , Accuracy :  0.7142857142857143
TrainBatch:  1 , Graph:  douban , TrainLoss:  0.9685647487640381 , Accuracy:  0.6733870967741935
TrainBatch:  1 , Graph:  douban , TrainLoss:  0.99532550573349 , Accuracy:  0.5100806451612904
TrainBatch:  1 , Graph:  douban , TrainLoss:  0.9667602777481079 , Accuracy:  0.6566666666666666
ValidBatch:  1 , Graph:  douban , ValidLoss:  0.9860411286354065 , Accuracy :  0.5766129032258065
ValidBatch:  1 , Graph:  douban , ValidLoss:  0.9723522663116455 , Accuracy :  0.655241935483871
ValidBatch:  1 , Graph:  douban , ValidLoss:  0.9695568084716797 , Accuracy :  0.6566666666666666
TrainBatch:  1 , Graph:  facebook-wosn-wall , TrainLoss:  0.9718136787414551 , Accuracy:  0.655241935483871
TrainBatch:  1 , Graph:  facebook-wosn-wall , TrainLoss:  0.9573999643325806 , Accuracy:  0.7419354838709677
TrainBatch:  1 , Graph:  facebook-wosn-wall , TrainLoss:  1.0078738927841187 , Accuracy:  0.42028985507246375
ValidBatch:  1 , Graph:  facebook-wosn-wall , ValidLoss:  0.954309344291687 , Accuracy :  0.7137096774193549
ValidBatch:  1 , Graph:  facebook-wosn-wall , ValidLoss:  0.9897814989089966 , Accuracy :  0.5262096774193549
ValidBatch:  1 , Graph:  facebook-wosn-wall , ValidLoss:  0.9859767556190491 , Accuracy :  0.5869565217391305
TrainBatch:  1 , Graph:  github , TrainLoss:  0.9814317226409912 , Accuracy:  0.5887096774193549
TrainBatch:  1 , Graph:  github , TrainLoss:  0.9799997806549072 , Accuracy:  0.625
TrainBatch:  1 , Graph:  github , TrainLoss:  0.9587491154670715 , Accuracy:  0.7476190476190476
ValidBatch:  1 , Graph:  github , ValidLoss:  0.9690198302268982 , Accuracy :  0.655241935483871
ValidBatch:  1 , Graph:  github , ValidLoss:  0.9780395030975342 , Accuracy :  0.6290322580645161
ValidBatch:  1 , Graph:  github , ValidLoss:  0.9821672439575195 , Accuracy :  0.6047619047619047
TrainBatch:  1 , Graph:  komarix-imdb , TrainLoss:  0.9469084739685059 , Accuracy:  0.7237903225806451
TrainBatch:  1 , Graph:  komarix-imdb , TrainLoss:  0.9756001830101013 , Accuracy:  0.6129032258064516
TrainBatch:  1 , Graph:  komarix-imdb , TrainLoss:  0.9528002142906189 , Accuracy:  0.8095238095238095
ValidBatch:  1 , Graph:  komarix-imdb , ValidLoss:  0.932863175868988 , Accuracy :  0.7399193548387096
ValidBatch:  1 , Graph:  komarix-imdb , ValidLoss:  0.9681670665740967 , Accuracy :  0.6229838709677419
ValidBatch:  1 , Graph:  komarix-imdb , ValidLoss:  0.9812344908714294 , Accuracy :  0.580952380952381
TrainBatch:  1 , Graph:  moreno_blogs , TrainLoss:  1.0038106441497803 , Accuracy:  0.4879032258064516
TrainBatch:  1 , Graph:  moreno_blogs , TrainLoss:  1.0184518098831177 , Accuracy:  0.4536290322580645
TrainBatch:  1 , Graph:  moreno_blogs , TrainLoss:  1.0163235664367676 , Accuracy:  0.43333333333333335
ValidBatch:  1 , Graph:  moreno_blogs , ValidLoss:  1.0247572660446167 , Accuracy :  0.40725806451612906
ValidBatch:  1 , Graph:  moreno_blogs , ValidLoss:  0.9899601936340332 , Accuracy :  0.5201612903225806
ValidBatch:  1 , Graph:  moreno_blogs , ValidLoss:  1.0038726329803467 , Accuracy :  0.5190476190476191
TrainBatch:  1 , Graph:  opsahl-usairport , TrainLoss:  1.0017597675323486 , Accuracy:  0.46975806451612906
TrainBatch:  1 , Graph:  opsahl-usairport , TrainLoss:  1.0119622945785522 , Accuracy:  0.4314516129032258
TrainBatch:  1 , Graph:  opsahl-usairport , TrainLoss:  1.0263046026229858 , Accuracy:  0.3850806451612903
TrainBatch:  1 , Graph:  opsahl-usairport , TrainLoss:  0.9191281795501709 , Accuracy:  0.6666666666666666
ValidBatch:  1 , Graph:  opsahl-usairport , ValidLoss:  0.9894075393676758 , Accuracy :  0.5181451612903226
ValidBatch:  1 , Graph:  opsahl-usairport , ValidLoss:  1.0141313076019287 , Accuracy :  0.4334677419354839
ValidBatch:  1 , Graph:  opsahl-usairport , ValidLoss:  1.0184526443481445 , Accuracy :  0.4334677419354839
ValidBatch:  1 , Graph:  opsahl-usairport , ValidLoss:  1.0131057500839233 , Accuracy :  0.3333333333333333
TrainBatch:  1 , Graph:  patentcite , TrainLoss:  0.933240532875061 , Accuracy:  0.7338709677419355
TrainBatch:  1 , Graph:  patentcite , TrainLoss:  0.960443377494812 , Accuracy:  0.6532258064516129
TrainBatch:  1 , Graph:  patentcite , TrainLoss:  0.9111904501914978 , Accuracy:  0.7169230769230769
ValidBatch:  1 , Graph:  patentcite , ValidLoss:  0.9454379081726074 , Accuracy :  0.7036290322580645
ValidBatch:  1 , Graph:  patentcite , ValidLoss:  0.9381653070449829 , Accuracy :  0.6895161290322581
ValidBatch:  1 , Graph:  patentcite , ValidLoss:  0.9203574657440186 , Accuracy :  0.72
TrainBatch:  1 , Graph:  petster-friendships-dog , TrainLoss:  0.964022696018219 , Accuracy:  0.6088709677419355
TrainBatch:  1 , Graph:  petster-friendships-dog , TrainLoss:  0.9863417744636536 , Accuracy:  0.5181451612903226
TrainBatch:  1 , Graph:  petster-friendships-dog , TrainLoss:  0.9959522485733032 , Accuracy:  0.5087719298245614
ValidBatch:  1 , Graph:  petster-friendships-dog , ValidLoss:  0.9703157544136047 , Accuracy :  0.5685483870967742
ValidBatch:  1 , Graph:  petster-friendships-dog , ValidLoss:  0.9810023903846741 , Accuracy :  0.530241935483871
ValidBatch:  1 , Graph:  petster-friendships-dog , ValidLoss:  0.9518221020698547 , Accuracy :  0.631578947368421
TrainBatch:  1 , Graph:  roadNet-CA , TrainLoss:  0.9365516304969788 , Accuracy:  0.6834677419354839
TrainBatch:  1 , Graph:  roadNet-CA , TrainLoss:  0.9567844867706299 , Accuracy:  0.6310483870967742
TrainBatch:  1 , Graph:  roadNet-CA , TrainLoss:  0.99693763256073 , Accuracy:  0.5384615384615384
ValidBatch:  1 , Graph:  roadNet-CA , ValidLoss:  0.955737292766571 , Accuracy :  0.6471774193548387
ValidBatch:  1 , Graph:  roadNet-CA , ValidLoss:  0.9625433683395386 , Accuracy :  0.6088709677419355
ValidBatch:  1 , Graph:  roadNet-CA , ValidLoss:  0.952799916267395 , Accuracy :  0.64
TrainBatch:  1 , Graph:  subelj_cora , TrainLoss:  0.9741009473800659 , Accuracy:  0.5483870967741935
TrainBatch:  1 , Graph:  subelj_cora , TrainLoss:  1.0048924684524536 , Accuracy:  0.4778225806451613
TrainBatch:  1 , Graph:  subelj_cora , TrainLoss:  0.9765138626098633 , Accuracy:  0.5095238095238095
ValidBatch:  1 , Graph:  subelj_cora , ValidLoss:  0.9934823513031006 , Accuracy :  0.5040322580645161
ValidBatch:  1 , Graph:  subelj_cora , ValidLoss:  0.9664875864982605 , Accuracy :  0.5705645161290323
ValidBatch:  1 , Graph:  subelj_cora , ValidLoss:  0.9971159100532532 , Accuracy :  0.4523809523809524
TrainBatch:  1 , Graph:  sx-mathoverflow , TrainLoss:  0.994157075881958 , Accuracy:  0.46774193548387094
TrainBatch:  1 , Graph:  sx-mathoverflow , TrainLoss:  1.0108586549758911 , Accuracy:  0.5060483870967742
TrainBatch:  1 , Graph:  sx-mathoverflow , TrainLoss:  0.8958796858787537 , Accuracy:  0.7789473684210526
ValidBatch:  1 , Graph:  sx-mathoverflow , ValidLoss:  1.0069551467895508 , Accuracy :  0.46975806451612906
ValidBatch:  1 , Graph:  sx-mathoverflow , ValidLoss:  0.9635918736457825 , Accuracy :  0.6008064516129032
ValidBatch:  1 , Graph:  sx-mathoverflow , ValidLoss:  0.978627622127533 , Accuracy :  0.5526315789473685
TrainBatch:  1 , Graph:  youtube-groupmemberships , TrainLoss:  0.9521200656890869 , Accuracy:  0.5887096774193549
TrainBatch:  1 , Graph:  youtube-groupmemberships , TrainLoss:  0.9392865896224976 , Accuracy:  0.6512096774193549
TrainBatch:  1 , Graph:  youtube-groupmemberships , TrainLoss:  0.9603087902069092 , Accuracy:  0.5614035087719298
ValidBatch:  1 , Graph:  youtube-groupmemberships , ValidLoss:  0.9259686470031738 , Accuracy :  0.6189516129032258
ValidBatch:  1 , Graph:  youtube-groupmemberships , ValidLoss:  0.9279723167419434 , Accuracy :  0.6532258064516129
ValidBatch:  1 , Graph:  youtube-groupmemberships , ValidLoss:  0.9758808612823486 , Accuracy :  0.5497076023391813
--- Epoch 1 : Train 0.9762814555849347 Valid 0.9763655236789158 Acc 0.5916312264750452---
save over.
TrainBatch:  2 , Graph:  sx-stackoverflow , TrainLoss:  0.9163480997085571 , Accuracy:  0.6774193548387096
TrainBatch:  2 , Graph:  sx-stackoverflow , TrainLoss:  0.9434020519256592 , Accuracy:  0.5665322580645161
TrainBatch:  2 , Graph:  sx-stackoverflow , TrainLoss:  0.9184825420379639 , Accuracy:  0.6620689655172414
ValidBatch:  2 , Graph:  sx-stackoverflow , ValidLoss:  0.9597887396812439 , Accuracy :  0.5725806451612904
ValidBatch:  2 , Graph:  sx-stackoverflow , ValidLoss:  0.9098874926567078 , Accuracy :  0.6431451612903226
ValidBatch:  2 , Graph:  sx-stackoverflow , ValidLoss:  0.9255138635635376 , Accuracy :  0.6160919540229886
TrainBatch:  2 , Graph:  dblp-cite , TrainLoss:  0.9985694885253906 , Accuracy:  0.5100806451612904
TrainBatch:  2 , Graph:  dblp-cite , TrainLoss:  1.001135230064392 , Accuracy:  0.47580645161290325
TrainBatch:  2 , Graph:  dblp-cite , TrainLoss:  0.9242516756057739 , Accuracy:  0.6290322580645161
ValidBatch:  2 , Graph:  dblp-cite , ValidLoss:  0.9676045775413513 , Accuracy :  0.5483870967741935
ValidBatch:  2 , Graph:  dblp-cite , ValidLoss:  0.9857330918312073 , Accuracy :  0.5161290322580645
ValidBatch:  2 , Graph:  dblp-cite , ValidLoss:  0.9604610800743103 , Accuracy :  0.5564516129032258
TrainBatch:  2 , Graph:  dbpedia-team , TrainLoss:  0.9599438309669495 , Accuracy:  0.5766129032258065
TrainBatch:  2 , Graph:  dbpedia-team , TrainLoss:  0.9550270438194275 , Accuracy:  0.5564516129032258
TrainBatch:  2 , Graph:  dbpedia-team , TrainLoss:  0.9690472483634949 , Accuracy:  0.5375494071146245
ValidBatch:  2 , Graph:  dbpedia-team , ValidLoss:  0.9536836743354797 , Accuracy :  0.5846774193548387
ValidBatch:  2 , Graph:  dbpedia-team , ValidLoss:  0.9810985326766968 , Accuracy :  0.5403225806451613
ValidBatch:  2 , Graph:  dbpedia-team , ValidLoss:  0.9372277855873108 , Accuracy :  0.5612648221343873
TrainBatch:  2 , Graph:  dimacs9-E , TrainLoss:  0.9301440119743347 , Accuracy:  0.6370967741935484
TrainBatch:  2 , Graph:  dimacs9-E , TrainLoss:  0.8895683288574219 , Accuracy:  0.7661290322580645
TrainBatch:  2 , Graph:  dimacs9-E , TrainLoss:  0.9306174516677856 , Accuracy:  0.6330049261083743
ValidBatch:  2 , Graph:  dimacs9-E , ValidLoss:  0.8814384341239929 , Accuracy :  0.6673387096774194
ValidBatch:  2 , Graph:  dimacs9-E , ValidLoss:  0.8983318209648132 , Accuracy :  0.7036290322580645
ValidBatch:  2 , Graph:  dimacs9-E , ValidLoss:  0.9485597014427185 , Accuracy :  0.645320197044335
TrainBatch:  2 , Graph:  douban , TrainLoss:  0.897459864616394 , Accuracy:  0.6612903225806451
TrainBatch:  2 , Graph:  douban , TrainLoss:  0.8901397585868835 , Accuracy:  0.6471774193548387
TrainBatch:  2 , Graph:  douban , TrainLoss:  0.9722367525100708 , Accuracy:  0.5566666666666666
ValidBatch:  2 , Graph:  douban , ValidLoss:  0.9041505455970764 , Accuracy :  0.6451612903225806
ValidBatch:  2 , Graph:  douban , ValidLoss:  0.9143977761268616 , Accuracy :  0.6169354838709677
ValidBatch:  2 , Graph:  douban , ValidLoss:  0.8973899483680725 , Accuracy :  0.6466666666666666
TrainBatch:  2 , Graph:  facebook-wosn-wall , TrainLoss:  0.9135186672210693 , Accuracy:  0.6310483870967742
TrainBatch:  2 , Graph:  facebook-wosn-wall , TrainLoss:  0.998045802116394 , Accuracy:  0.4939516129032258
TrainBatch:  2 , Graph:  facebook-wosn-wall , TrainLoss:  0.8537366986274719 , Accuracy:  0.7391304347826086
ValidBatch:  2 , Graph:  facebook-wosn-wall , ValidLoss:  0.9481990933418274 , Accuracy :  0.5806451612903226
ValidBatch:  2 , Graph:  facebook-wosn-wall , ValidLoss:  0.8272871375083923 , Accuracy :  0.7056451612903226
ValidBatch:  2 , Graph:  facebook-wosn-wall , ValidLoss:  1.009461522102356 , Accuracy :  0.4963768115942029
TrainBatch:  2 , Graph:  github , TrainLoss:  0.9356731176376343 , Accuracy:  0.5967741935483871
TrainBatch:  2 , Graph:  github , TrainLoss:  0.8365010619163513 , Accuracy:  0.6895161290322581
TrainBatch:  2 , Graph:  github , TrainLoss:  0.9330692291259766 , Accuracy:  0.6238095238095238
ValidBatch:  2 , Graph:  github , ValidLoss:  0.8139294981956482 , Accuracy :  0.7278225806451613
ValidBatch:  2 , Graph:  github , ValidLoss:  0.9500160217285156 , Accuracy :  0.5463709677419355
ValidBatch:  2 , Graph:  github , ValidLoss:  0.9050693511962891 , Accuracy :  0.6142857142857143
TrainBatch:  2 , Graph:  komarix-imdb , TrainLoss:  0.879976212978363 , Accuracy:  0.6754032258064516
TrainBatch:  2 , Graph:  komarix-imdb , TrainLoss:  0.8667352199554443 , Accuracy:  0.6875
TrainBatch:  2 , Graph:  komarix-imdb , TrainLoss:  0.8011530041694641 , Accuracy:  0.7428571428571429
